,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,class
15,0.025431976,0.209698707,0.073374197,0.178863823,0.117935792,0.121053159,0.141299322,0.065289348,0.129194811,0.019187897,0.093024418,0.056673676,0.101584211,0.005078733,0.096073642,0.049075752,0.092906281,0.08990249,0.062060639,0.055612952,0.069726363,0,0.069071606,0.057565898,0.070587471,0.105000794,0.03071408,0.06526804,0.036822632,0.016207874,0.043883458,0.078707784,0.050079271,0.123234332,0,0.084322333,0.010312453,0.06154874,0.021657065,0.107414395,0.029151008,0.139901161,0
16,0.025431976,0.209698707,0.073374197,0.178863823,0.117935792,0.121053159,0.141299322,0.065289348,0.129194811,0.019187897,0.093024418,0.056673676,0.101584211,0.005078733,0.096073642,0.049075752,0.092906281,0.08990249,0.062060639,0.055612952,0.069726363,0,0.069071606,0.057565898,0.070587471,0.105000794,0.03071408,0.06526804,0.036822632,0.016207874,0.043883458,0.078707784,0.050079271,0.123234332,0,0.084322333,0.010312453,0.06154874,0.021657065,0.107414395,0.029151008,0.139901161,0
17,0.024882287,0.203329295,0.071113616,0.173048109,0.11662519,0.117127001,0.140047491,0.061350733,0.127247125,0.016832292,0.091583163,0.05298987,0.101372898,0.001517028,0.096203148,0.046014756,0.092787623,0.085073262,0.061465204,0.052008271,0.07048595,0,0.069679111,0.058900505,0.069717586,0.10298723,0.03106916,0.061993003,0.036934316,0.013709366,0.043862671,0.076258898,0.048361808,0.119201243,0,0.08096382,0.008626312,0.052407771,0.021071851,0.097648025,0.027912676,0.129626244,0
18,0.023113996,0.200975806,0.070217848,0.172786951,0.115436405,0.116980135,0.138145626,0.059736192,0.124554336,0.016284615,0.089881152,0.055971354,0.10070613,0.003959894,0.096585065,0.044162661,0.09270069,0.084007412,0.060643196,0.054249376,0.069420397,0,0.068303764,0.05676499,0.068505824,0.102417469,0.030818492,0.063637078,0.037329197,0.01568985,0.043157518,0.07615453,0.047632158,0.119715661,0,0.082194299,0.009490997,0.053600222,0.021425188,0.096678764,0.02835986,0.12822175,0
19,0.023113996,0.200975806,0.070217848,0.172786951,0.115436405,0.116980135,0.138145626,0.059736192,0.124554336,0.016284615,0.089881152,0.055971354,0.10070613,0.003959894,0.096585065,0.044162661,0.09270069,0.084007412,0.060643196,0.054249376,0.069420397,0,0.068303764,0.05676499,0.068505824,0.102417469,0.030818492,0.063637078,0.037329197,0.01568985,0.043157518,0.07615453,0.047632158,0.119715661,0,0.082194299,0.009490997,0.053600222,0.021425188,0.096678764,0.02835986,0.12822175,0
20,0.023113996,0.200975806,0.070217848,0.172786951,0.115436405,0.116980135,0.138145626,0.059736192,0.124554336,0.016284615,0.089881152,0.055971354,0.10070613,0.003959894,0.096585065,0.044162661,0.09270069,0.084007412,0.060643196,0.054249376,0.069420397,0,0.068303764,0.05676499,0.068505824,0.102417469,0.030818492,0.063637078,0.037329197,0.01568985,0.043157518,0.07615453,0.047632158,0.119715661,0,0.082194299,0.009490997,0.053600222,0.021425188,0.096678764,0.02835986,0.12822175,0
21,0.021656215,0.193373591,0.068063259,0.17147392,0.117028266,0.113655239,0.138766646,0.054992944,0.123606682,0.014043033,0.090254664,0.054498911,0.098451704,0.00477019,0.093370676,0.047327816,0.090263546,0.086381614,0.060114384,0.052713782,0.067494422,0,0.066310406,0.059884369,0.06616658,0.104117483,0.030142307,0.061012834,0.036460817,0.012420446,0.04086265,0.07464695,0.045251131,0.118223667,0,0.0778943,0.007268757,0.051233858,0.017149299,0.096127987,0.024492413,0.127802163,0
22,0.021656215,0.193373591,0.068063259,0.17147392,0.117028266,0.113655239,0.138766646,0.054992944,0.123606682,0.014043033,0.090254664,0.054498911,0.098451704,0.00477019,0.093370676,0.047327816,0.090263546,0.086381614,0.060114384,0.052713782,0.067494422,0,0.066310406,0.059884369,0.06616658,0.104117483,0.030142307,0.061012834,0.036460817,0.012420446,0.04086265,0.07464695,0.045251131,0.118223667,0,0.0778943,0.007268757,0.051233858,0.017149299,0.096127987,0.024492413,0.127802163,0
23,0.028652653,0.210765123,0.07684578,0.177180052,0.122845665,0.117855847,0.144595549,0.057485431,0.129096881,0.012203246,0.096079573,0.054305553,0.10406287,0.002119601,0.099677131,0.049033076,0.096854702,0.08875218,0.064525649,0.05382362,0.072231665,0,0.071828619,0.063720703,0.071757868,0.110234946,0.032887831,0.064162761,0.038976148,0.014872134,0.046484217,0.080791533,0.051441923,0.125771999,0,0.083448738,0.009630367,0.056306809,0.023633346,0.102898061,0.031943217,0.135311425,0
24,0.021656215,0.193373591,0.068063259,0.17147392,0.117028266,0.113655239,0.138766646,0.054992944,0.123606682,0.014043033,0.090254664,0.054498911,0.098451704,0.00477019,0.093370676,0.047327816,0.090263546,0.086381614,0.060114384,0.052713782,0.067494422,0,0.066310406,0.059884369,0.06616658,0.104117483,0.030142307,0.061012834,0.036460817,0.012420446,0.04086265,0.07464695,0.045251131,0.118223667,0,0.0778943,0.007268757,0.051233858,0.017149299,0.096127987,0.024492413,0.127802163,0
25,0.02331543,0.197969019,0.069776088,0.171165645,0.116138816,0.114505917,0.137414038,0.056683838,0.122714192,0.015258372,0.089819431,0.054019779,0.099157542,0.002997845,0.094022483,0.046693653,0.091301739,0.085277885,0.060119778,0.052818537,0.068407744,0,0.067209184,0.058240861,0.067984462,0.101700038,0.030491352,0.06226331,0.036020726,0.015749007,0.042182922,0.077347457,0.047142267,0.119132042,0,0.080579609,0.008285522,0.053135931,0.019975215,0.097276092,0.026987404,0.12786302,0
26,0.023534775,0.19487676,0.069582164,0.167974383,0.116331369,0.113181025,0.137536883,0.056222111,0.120988399,0.016129315,0.090188444,0.054544389,0.098200262,0.003838807,0.09240526,0.045982182,0.089358121,0.084964365,0.060390949,0.053101122,0.067818075,0,0.065599233,0.057765752,0.065724224,0.102347821,0.030751675,0.062993824,0.036022007,0.015674919,0.040879667,0.075406373,0.045389801,0.117208391,0,0.081412464,0.007175803,0.053119123,0.018219203,0.096067846,0.02573958,0.126682788,0
27,0.023534775,0.19487676,0.069582164,0.167974383,0.116331369,0.113181025,0.137536883,0.056222111,0.120988399,0.016129315,0.090188444,0.054544389,0.098200262,0.003838807,0.09240526,0.045982182,0.089358121,0.084964365,0.060390949,0.053101122,0.067818075,0,0.065599233,0.057765752,0.065724224,0.102347821,0.030751675,0.062993824,0.036022007,0.015674919,0.040879667,0.075406373,0.045389801,0.117208391,0,0.081412464,0.007175803,0.053119123,0.018219203,0.096067846,0.02573958,0.126682788,0
28,0.023296863,0.196118504,0.068455726,0.170752019,0.113642126,0.11505276,0.135114104,0.056138158,0.121905714,0.012508422,0.090184093,0.056075275,0.097165465,0.005104512,0.091787308,0.048175544,0.08928296,0.086206377,0.060206801,0.053946704,0.066673845,0,0.065442443,0.059245616,0.065801501,0.102601856,0.030468732,0.062494367,0.035678566,0.015243679,0.040180385,0.075864583,0.044120133,0.116652548,0,0.079271287,0.007193327,0.049827129,0.016873568,0.093254805,0.023580402,0.123636305,0
29,0.023296863,0.196118504,0.068455726,0.170752019,0.113642126,0.11505276,0.135114104,0.056138158,0.121905714,0.012508422,0.090184093,0.056075275,0.097165465,0.005104512,0.091787308,0.048175544,0.08928296,0.086206377,0.060206801,0.053946704,0.066673845,0,0.065442443,0.059245616,0.065801501,0.102601856,0.030468732,0.062494367,0.035678566,0.015243679,0.040180385,0.075864583,0.044120133,0.116652548,0,0.079271287,0.007193327,0.049827129,0.016873568,0.093254805,0.023580402,0.123636305,0
30,0.023395807,0.193253279,0.068019062,0.172879785,0.11392206,0.115023583,0.136905879,0.058304995,0.123608708,0.015147418,0.090679824,0.055034548,0.099251628,0.002666503,0.09262991,0.046252608,0.089322895,0.083527118,0.060634851,0.054585099,0.068668783,0,0.066028446,0.058600336,0.065377176,0.102491319,0.030642569,0.063774973,0.035898656,0.01438424,0.041509777,0.076646507,0.046495557,0.118805468,0,0.080409646,0.007913679,0.053294361,0.018327713,0.099051088,0.025563806,0.131041884,0
31,0.022209257,0.192189306,0.066575408,0.17178157,0.113645107,0.116486341,0.13705036,0.059514463,0.121793479,0.017299235,0.091350198,0.055897892,0.099350661,0.003890723,0.092897743,0.045110375,0.089610875,0.084249318,0.061353445,0.054113925,0.068720102,0,0.065639108,0.056348324,0.065259069,0.101829439,0.031130761,0.062355965,0.037042946,0.014332503,0.040602148,0.073967814,0.044945806,0.116995305,0,0.078370422,0.007928759,0.050832778,0.017262638,0.094448686,0.024477631,0.126839638,0
32,0.022209257,0.192189306,0.066575408,0.17178157,0.113645107,0.116486341,0.13705036,0.059514463,0.121793479,0.017299235,0.091350198,0.055897892,0.099350661,0.003890723,0.092897743,0.045110375,0.089610875,0.084249318,0.061353445,0.054113925,0.068720102,0,0.065639108,0.056348324,0.065259069,0.101829439,0.031130761,0.062355965,0.037042946,0.014332503,0.040602148,0.073967814,0.044945806,0.116995305,0,0.078370422,0.007928759,0.050832778,0.017262638,0.094448686,0.024477631,0.126839638,0
33,0.020391911,0.192655385,0.066545099,0.170188546,0.115352303,0.116171122,0.136681229,0.058531851,0.121313751,0.016451687,0.090913534,0.056865543,0.098288387,0.005661815,0.091663986,0.047535121,0.08856985,0.08667776,0.060612708,0.054765403,0.067330509,0,0.064258873,0.057360232,0.06398949,0.102975756,0.030672312,0.062990695,0.035855502,0.014135867,0.039126426,0.073982239,0.043576479,0.116852045,0,0.079459369,0.006786615,0.050515264,0.014968634,0.094615698,0.021697015,0.127068341,0
34,0.026669234,0.213559985,0.076431483,0.181793869,0.123681873,0.119354218,0.145453185,0.059086412,0.131398827,0.012431026,0.095733553,0.056369692,0.104102761,0.002445161,0.100581467,0.048912138,0.098264128,0.088503867,0.063525289,0.057038039,0.07064575,0,0.072989434,0.060183883,0.074689806,0.105892003,0.031667233,0.067706376,0.037438869,0.016417265,0.047277838,0.081472218,0.053060442,0.125373244,0,0.087781876,0.010653645,0.058882326,0.023588777,0.105159789,0.030344337,0.13756597,0
35,0.020391911,0.192655385,0.066545099,0.170188546,0.115352303,0.116171122,0.136681229,0.058531851,0.121313751,0.016451687,0.090913534,0.056865543,0.098288387,0.005661815,0.091663986,0.047535121,0.08856985,0.08667776,0.060612708,0.054765403,0.067330509,0,0.064258873,0.057360232,0.06398949,0.102975756,0.030672312,0.062990695,0.035855502,0.014135867,0.039126426,0.073982239,0.043576479,0.116852045,0,0.079459369,0.006786615,0.050515264,0.014968634,0.094615698,0.021697015,0.127068341,0
36,0.020391911,0.192655385,0.066545099,0.170188546,0.115352303,0.116171122,0.136681229,0.058531851,0.121313751,0.016451687,0.090913534,0.056865543,0.098288387,0.005661815,0.091663986,0.047535121,0.08856985,0.08667776,0.060612708,0.054765403,0.067330509,0,0.064258873,0.057360232,0.06398949,0.102975756,0.030672312,0.062990695,0.035855502,0.014135867,0.039126426,0.073982239,0.043576479,0.116852045,0,0.079459369,0.006786615,0.050515264,0.014968634,0.094615698,0.021697015,0.127068341,0
37,0.022429854,0.198976487,0.068938822,0.175594509,0.117005855,0.11935991,0.14005363,0.061724871,0.127385855,0.017878383,0.092744172,0.056456089,0.10197401,0.004560262,0.09724623,0.047696531,0.093669802,0.087499261,0.062537789,0.054160982,0.071383446,0,0.06975618,0.059236258,0.06885463,0.103907615,0.031892359,0.062790483,0.038266033,0.01348412,0.043425709,0.075652182,0.047443032,0.118286133,0,0.080430001,0.009056479,0.0530954,0.020087421,0.098307818,0.027097344,0.129969716,0
38,0.019547611,0.206959873,0.068701506,0.178694665,0.118228465,0.122786611,0.142483979,0.064236492,0.127871305,0.018323809,0.096643329,0.057781368,0.104141474,0.00302133,0.096468061,0.047270685,0.092767805,0.086642116,0.06494683,0.055717558,0.072970271,0,0.06893748,0.060939461,0.067670047,0.106318414,0.033085346,0.065042943,0.038855553,0.013747633,0.043126464,0.077893883,0.0471026,0.121932477,0,0.083517373,0.008443326,0.051624805,0.018368572,0.098374516,0.024660885,0.132686347,0
39,0.019547611,0.206959873,0.068701506,0.178694665,0.118228465,0.122786611,0.142483979,0.064236492,0.127871305,0.018323809,0.096643329,0.057781368,0.104141474,0.00302133,0.096468061,0.047270685,0.092767805,0.086642116,0.06494683,0.055717558,0.072970271,0,0.06893748,0.060939461,0.067670047,0.106318414,0.033085346,0.065042943,0.038855553,0.013747633,0.043126464,0.077893883,0.0471026,0.121932477,0,0.083517373,0.008443326,0.051624805,0.018368572,0.098374516,0.024660885,0.132686347,0
40,0.019547611,0.206959873,0.068701506,0.178694665,0.118228465,0.122786611,0.142483979,0.064236492,0.127871305,0.018323809,0.096643329,0.057781368,0.104141474,0.00302133,0.096468061,0.047270685,0.092767805,0.086642116,0.06494683,0.055717558,0.072970271,0,0.06893748,0.060939461,0.067670047,0.106318414,0.033085346,0.065042943,0.038855553,0.013747633,0.043126464,0.077893883,0.0471026,0.121932477,0,0.083517373,0.008443326,0.051624805,0.018368572,0.098374516,0.024660885,0.132686347,0
41,0.01794681,0.201309532,0.068783641,0.173119903,0.119045377,0.119649589,0.142445475,0.061424673,0.127928734,0.01711306,0.095047861,0.058579892,0.103760034,0.004734367,0.09642449,0.048121989,0.092030078,0.088361204,0.063554406,0.05516988,0.071324408,0,0.06804648,0.059792221,0.066733032,0.105942696,0.032149881,0.062871069,0.038642049,0.010369301,0.041871458,0.072497398,0.045510948,0.117903888,0,0.08004868,0.007929951,0.047683954,0.01681757,0.092564911,0.022867739,0.12683937,0
42,0.01794681,0.201309532,0.068783641,0.173119903,0.119045377,0.119649589,0.142445475,0.061424673,0.127928734,0.01711306,0.095047861,0.058579892,0.103760034,0.004734367,0.09642449,0.048121989,0.092030078,0.088361204,0.063554406,0.05516988,0.071324408,0,0.06804648,0.059792221,0.066733032,0.105942696,0.032149881,0.062871069,0.038642049,0.010369301,0.041871458,0.072497398,0.045510948,0.117903888,0,0.08004868,0.007929951,0.047683954,0.01681757,0.092564911,0.022867739,0.12683937,0
43,0.015026838,0.20991537,0.069317549,0.179504305,0.12182343,0.124881834,0.148224771,0.06332466,0.134142041,0.016271025,0.099212945,0.060558945,0.110321254,0.002936721,0.102607161,0.04727146,0.096797615,0.087903798,0.067235619,0.055745274,0.076625228,0,0.073016584,0.06234169,0.071041644,0.107682288,0.034420639,0.063095391,0.043071687,0.011097401,0.046533972,0.076605111,0.048952073,0.121773332,0,0.080589652,0.010853827,0.04817912,0.021056771,0.095293194,0.026423007,0.129342049,0
44,0.015256703,0.215577364,0.070942521,0.183012784,0.126258999,0.127378017,0.153098404,0.063789159,0.136095643,0.017314821,0.10050413,0.062047213,0.112934798,0.005041242,0.105994016,0.049913615,0.100768089,0.090232313,0.06810388,0.056625158,0.079663098,0,0.076714337,0.063753903,0.074585408,0.109968662,0.034986615,0.063817292,0.045394987,0.012344837,0.049682856,0.078838974,0.051773906,0.124895066,0,0.0810574,0.012910157,0.048435837,0.023494661,0.096220404,0.028311521,0.130816489,0
45,0.026669234,0.213559985,0.076431483,0.181793869,0.123681873,0.119354218,0.145453185,0.059086412,0.131398827,0.012431026,0.095733553,0.056369692,0.104102761,0.002445161,0.100581467,0.048912138,0.098264128,0.088503867,0.063525289,0.057038039,0.07064575,0,0.072989434,0.060183883,0.074689806,0.105892003,0.031667233,0.067706376,0.037438869,0.016417265,0.047277838,0.081472218,0.053060442,0.125373244,0,0.087781876,0.010653645,0.058882326,0.023588777,0.105159789,0.030344337,0.13756597,0
46,0.015256703,0.215577364,0.070942521,0.183012784,0.126258999,0.127378017,0.153098404,0.063789159,0.136095643,0.017314821,0.10050413,0.062047213,0.112934798,0.005041242,0.105994016,0.049913615,0.100768089,0.090232313,0.06810388,0.056625158,0.079663098,0,0.076714337,0.063753903,0.074585408,0.109968662,0.034986615,0.063817292,0.045394987,0.012344837,0.049682856,0.078838974,0.051773906,0.124895066,0,0.0810574,0.012910157,0.048435837,0.023494661,0.096220404,0.028311521,0.130816489,0
47,0.015256703,0.215577364,0.070942521,0.183012784,0.126258999,0.127378017,0.153098404,0.063789159,0.136095643,0.017314821,0.10050413,0.062047213,0.112934798,0.005041242,0.105994016,0.049913615,0.100768089,0.090232313,0.06810388,0.056625158,0.079663098,0,0.076714337,0.063753903,0.074585408,0.109968662,0.034986615,0.063817292,0.045394987,0.012344837,0.049682856,0.078838974,0.051773906,0.124895066,0,0.0810574,0.012910157,0.048435837,0.023494661,0.096220404,0.028311521,0.130816489,0
48,0.016148448,0.216565669,0.071146041,0.189873755,0.12645942,0.130325973,0.154506952,0.067744583,0.140422106,0.020024478,0.101504087,0.0637106,0.114771396,0.004861832,0.107551277,0.050165087,0.101691335,0.09357211,0.068798959,0.059007049,0.081137061,0,0.077401102,0.062568903,0.074486345,0.112236947,0.035358191,0.065480828,0.046486109,0.009741873,0.050295323,0.076514304,0.052292556,0.126014084,0,0.081521899,0.014551431,0.04814887,0.024555176,0.096385419,0.02929005,0.134244531,0
49,0.016148448,0.216565669,0.071146041,0.189873755,0.12645942,0.130325973,0.154506952,0.067744583,0.140422106,0.020024478,0.101504087,0.0637106,0.114771396,0.004861832,0.107551277,0.050165087,0.101691335,0.09357211,0.068798959,0.059007049,0.081137061,0,0.077401102,0.062568903,0.074486345,0.112236947,0.035358191,0.065480828,0.046486109,0.009741873,0.050295323,0.076514304,0.052292556,0.126014084,0,0.081521899,0.014551431,0.04814887,0.024555176,0.096385419,0.02929005,0.134244531,0
50,0.016148448,0.216565669,0.071146041,0.189873755,0.12645942,0.130325973,0.154506952,0.067744583,0.140422106,0.020024478,0.101504087,0.0637106,0.114771396,0.004861832,0.107551277,0.050165087,0.101691335,0.09357211,0.068798959,0.059007049,0.081137061,0,0.077401102,0.062568903,0.074486345,0.112236947,0.035358191,0.065480828,0.046486109,0.009741873,0.050295323,0.076514304,0.052292556,0.126014084,0,0.081521899,0.014551431,0.04814887,0.024555176,0.096385419,0.02929005,0.134244531,0
51,0.015889883,0.221595794,0.071752518,0.191667378,0.128800333,0.133781403,0.15702346,0.069495559,0.142590106,0.019588113,0.103948474,0.063537359,0.117658466,0.004823089,0.109852999,0.050974011,0.102630883,0.092742056,0.070457816,0.058385521,0.083159536,0,0.078736007,0.065955669,0.074797511,0.114209443,0.0365493,0.06511113,0.047553807,0.010140717,0.050812781,0.080380291,0.051759928,0.128897041,0,0.081531554,0.013753533,0.047277331,0.023630679,0.098039091,0.027857453,0.135582834,0
52,0.019173905,0.225998133,0.075970337,0.197159141,0.134605125,0.136172444,0.162470177,0.071314543,0.147855774,0.019535154,0.107197985,0.065864056,0.11857523,0.005176574,0.110761449,0.050928801,0.10514693,0.095186859,0.072454765,0.061231554,0.085223332,0,0.078961417,0.065630168,0.075589731,0.117627144,0.037440911,0.067627877,0.049888387,0.010510564,0.051160261,0.080782175,0.053037778,0.13193512,0,0.083773911,0.015232041,0.050035179,0.023889795,0.101895928,0.029202059,0.141447693,0
53,0.019173905,0.225998133,0.075970337,0.197159141,0.134605125,0.136172444,0.162470177,0.071314543,0.147855774,0.019535154,0.107197985,0.065864056,0.11857523,0.005176574,0.110761449,0.050928801,0.10514693,0.095186859,0.072454765,0.061231554,0.085223332,0,0.078961417,0.065630168,0.075589731,0.117627144,0.037440911,0.067627877,0.049888387,0.010510564,0.051160261,0.080782175,0.053037778,0.13193512,0,0.083773911,0.015232041,0.050035179,0.023889795,0.101895928,0.029202059,0.141447693,0
54,0.017943665,0.232016593,0.076872781,0.202518612,0.137082145,0.14052403,0.166819587,0.073875457,0.153138414,0.019337624,0.110056713,0.070733935,0.122573361,0.006607026,0.11300911,0.053844959,0.107190654,0.099353313,0.074518517,0.065380275,0.088582203,0,0.080883667,0.066172391,0.077758208,0.118833393,0.038409337,0.070676535,0.052072808,0.009461671,0.052151605,0.080765069,0.054351464,0.132955879,0,0.085900038,0.015892819,0.051719695,0.024431303,0.104332209,0.030432984,0.144333512,0
